rk,player,g,att,yds,avg,td,rec,yds_2,avg_2,td_2,plays,yds_3,avg_3,td_3,school,player_link,player_id,season
14,Jamie Harsh,11,1,2,2.0,0,,,,,1,2,2.0,0,akron,/cfb/players/jamie-harsh-1,jamie-harsh-1,1991
15,Pete Habib,11,1,1,1.0,0,,,,,1,1,1.0,0,akron,/cfb/players/pete-habib-1,pete-habib-1,1991
16,Bradford Jones,10,,,,,12,174,14.5,0,12,174,14.5,0,akron,/cfb/players/bradford-jones-1,bradford-jones-1,1991
17,Lavern Bass,11,,,,,11,194,17.6,2,11,194,17.6,2,akron,/cfb/players/lavern-bass-1,lavern-bass-1,1991
18,Mike Orbovich,11,,,,,4,73,18.3,2,4,73,18.3,2,akron,/cfb/players/mike-orbovich-1,mike-orbovich-1,1991
1,Marcel Weems,11,181,754,4.2,7,,,,,181,754,4.2,7,akron,/cfb/players/marcel-weems-1,marcel-weems-1,1992
2,Darrien Gouch,11,142,579,4.1,4,18,192,10.7,1,160,771,4.8,5,akron,/cfb/players/darrien-gouch-1,darrien-gouch-1,1992
3,Petu Ieli,11,71,323,4.5,3,8,70,8.8,0,79,393,5.0,3,akron,/cfb/players/petu-ieli-1,petu-ieli-1,1992
4,Odell Robbins,11,55,205,3.7,2,7,32,4.6,0,62,237,3.8,2,akron,/cfb/players/odell-robbins-1,odell-robbins-1,1992
5,Ramont Small,11,48,133,2.8,1,1,18,18.0,0,49,151,3.1,1,akron,/cfb/players/ramont-small-1,ramont-small-1,1992
6,Jermel Wilkerson,11,24,71,3.0,0,4,26,6.5,0,28,97,3.5,0,akron,/cfb/players/jermel-wilkerson-1,jermel-wilkerson-1,1992
7,Matt Kaulig,11,19,59,3.1,0,,,,,19,59,3.1,0,akron,/cfb/players/matt-kaulig-1,matt-kaulig-1,1992
8,Brice Gindratt,11,9,25,2.8,0,1,4,4.0,0,10,29,2.9,0,akron,/cfb/players/brice-gindratt-1,brice-gindratt-1,1992
9,Lavern Bass,11,6,24,4.0,0,32,578,18.1,3,38,602,15.8,3,akron,/cfb/players/lavern-bass-1,lavern-bass-1,1992
10,Jamie Harsh,11,1,8,8.0,0,,,,,1,8,8.0,0,akron,/cfb/players/jamie-harsh-1,jamie-harsh-1,1992
11,Kenny Chapman,11,,,,,36,581,16.1,1,36,581,16.1,1,akron,/cfb/players/kenny-chapman-2,kenny-chapman-2,1992
12,Brett Hrivnak,11,,,,,1,9,9.0,0,1,9,9.0,0,akron,/cfb/players/brett-hrivnak-1,brett-hrivnak-1,1992
1,Marcel Weems,11,153,298,1.9,6,,,,,153,298,1.9,6,akron,/cfb/players/marcel-weems-1,marcel-weems-1,1993
2,Symeon Floyd,11,82,371,4.5,3,12,62,5.2,0,94,433,4.6,3,akron,/cfb/players/symeon-floyd-1,symeon-floyd-1,1993
3,Darrien Gouch,11,69,317,4.6,0,3,12,4.0,0,72,329,4.6,0,akron,/cfb/players/darrien-gouch-1,darrien-gouch-1,1993
4,Petu Ieli,11,62,205,3.3,4,3,13,4.3,0,65,218,3.4,4,akron,/cfb/players/petu-ieli-1,petu-ieli-1,1993
5,Jack Harpring,11,56,127,2.3,0,,,,,56,127,2.3,0,akron,/cfb/players/jack-harpring-1,jack-harpring-1,1993
6,Darin Ford,11,42,202,4.8,0,12,194,16.2,0,54,396,7.3,0,akron,/cfb/players/darin-ford-1,darin-ford-1,1993
7,Marlon Jacobs,11,30,109,3.6,2,1,22,22.0,0,31,131,4.2,2,akron,/cfb/players/marlon-jacobs-1,marlon-jacobs-1,1993
8,DeShawn Brown,11,24,307,12.8,3,4,29,7.3,0,28,336,12.0,3,akron,/cfb/players/deshawn-brown-1,deshawn-brown-1,1993
9,Jermel Wilkerson,11,10,37,3.7,1,,,,,10,37,3.7,1,akron,/cfb/players/jermel-wilkerson-1,jermel-wilkerson-1,1993
10,Ramont Small,11,9,36,4.0,0,1,13,13.0,0,10,49,4.9,0,akron,/cfb/players/ramont-small-1,ramont-small-1,1993
11,Phil Dunn,11,5,5,1.0,0,2,25,12.5,0,7,30,4.3,0,akron,/cfb/players/phil-dunn-1,phil-dunn-1,1993
12,Matt Kaulig,11,3,20,6.7,1,,,,,3,20,6.7,1,akron,/cfb/players/matt-kaulig-1,matt-kaulig-1,1993
13,Lance Cash,11,2,27,13.5,0,,,,,2,27,13.5,0,akron,/cfb/players/lance-cash-1,lance-cash-1,1993
14,Jeff Blakely,11,2,26,13.0,0,11,334,30.4,0,13,360,27.7,0,akron,/cfb/players/jeff-blakely-1,jeff-blakely-1,1993
15,Matt Thiry,11,1,32,32.0,0,6,93,15.5,0,7,125,17.9,0,akron,/cfb/players/matt-thiry-1,matt-thiry-1,1993
16,Jeff Junko,11,1,3,3.0,0,,,,,1,3,3.0,0,akron,/cfb/players/jeff-junko-1,jeff-junko-1,1993
17,Kenny Chapman,11,,,,,31,636,20.5,4,31,636,20.5,4,akron,/cfb/players/kenny-chapman-2,kenny-chapman-2,1993
18,Eddie Alford,11,,,,,6,57,9.5,0,6,57,9.5,0,akron,/cfb/players/eddie-alford-1,eddie-alford-1,1993
19,Brett Hrivnak,11,,,,,3,36,12.0,0,3,36,12.0,0,akron,/cfb/players/brett-hrivnak-1,brett-hrivnak-1,1993
1,DeShawn Brown,11,152,588,3.9,2,20,255,12.8,1,172,843,4.9,3,akron,/cfb/players/deshawn-brown-1,deshawn-brown-1,1994
2,Darrien Gouch,11,49,196,4.0,1,10,65,6.5,0,59,261,4.4,1,akron,/cfb/players/darrien-gouch-1,darrien-gouch-1,1994
3,Darin Ford,11,45,205,4.6,1,18,173,9.6,1,63,378,6.0,2,akron,/cfb/players/darin-ford-1,darin-ford-1,1994
4,Mike Junko,11,42,-49,-1.2,0,,,,,42,-49,-1.2,0,akron,/cfb/players/mike-junko-1,mike-junko-1,1994
5,Jamie Reader,11,40,93,2.3,1,13,100,7.7,0,53,193,3.6,1,akron,/cfb/players/jamie-reader-1,jamie-reader-1,1994
6,Matt Kaulig,11,31,6,0.2,0,,,,,31,6,0.2,0,akron,/cfb/players/matt-kaulig-1,matt-kaulig-1,1994
7,Terrel Dixon,11,23,62,2.7,1,7,54,7.7,0,30,116,3.9,1,akron,/cfb/players/terrel-dixon-1,terrel-dixon-1,1994
8,Brian Magrell,11,19,65,3.4,2,1,4,4.0,0,20,69,3.5,2,akron,/cfb/players/brian-magrell-1,brian-magrell-1,1994
9,Petu Ieli,11,19,47,2.5,1,1,2,2.0,0,20,49,2.5,1,akron,/cfb/players/petu-ieli-1,petu-ieli-1,1994
10,Symeon Floyd,11,9,20,2.2,3,,,,,9,20,2.2,3,akron,/cfb/players/symeon-floyd-1,symeon-floyd-1,1994
11,Marlon Jacobs,11,2,8,4.0,0,1,13,13.0,0,3,21,7.0,0,akron,/cfb/players/marlon-jacobs-1,marlon-jacobs-1,1994
12,Jeff Blakely,11,1,10,10.0,0,10,150,15.0,1,11,160,14.5,1,akron,/cfb/players/jeff-blakely-1,jeff-blakely-1,1994
13,Matt Thiry,11,1,-3,-3.0,0,10,121,12.1,0,11,118,10.7,0,akron,/cfb/players/matt-thiry-1,matt-thiry-1,1994
14,Devon Scott,11,,,,,19,243,12.8,1,19,243,12.8,1,akron,/cfb/players/devon-scott-1,devon-scott-1,1994
15,Anthony Stanford,11,,,,,15,183,12.2,0,15,183,12.2,0,akron,/cfb/players/anthony-stanford-1,anthony-stanford-1,1994
16,Eddie Alford,11,,,,,5,66,13.2,1,5,66,13.2,1,akron,/cfb/players/eddie-alford-1,eddie-alford-1,1994
17,Chad Zgonc,11,,,,,4,55,13.8,0,4,55,13.8,0,akron,/cfb/players/chad-zgonc-1,chad-zgonc-1,1994
18,Jamon Williams,11,,,,,1,17,17.0,0,1,17,17.0,0,akron,/cfb/players/jamon-williams-1,jamon-williams-1,1994
19,Mike Smith,11,,,,,1,9,9.0,0,1,9,9.0,0,akron,/cfb/players/mike-smith-14,mike-smith-14,1994
1,Terrel Dixon,11,143,463,3.2,1,4,38,9.5,1,147,501,3.4,2,akron,/cfb/players/terrel-dixon-1,terrel-dixon-1,1995
2,Tommy Dunn,11,80,279,3.5,1,,,,,80,279,3.5,1,akron,/cfb/players/tommy-dunn-1,tommy-dunn-1,1995
3,Jamie Reader,11,67,230,3.4,1,20,125,6.3,2,87,355,4.1,3,akron,/cfb/players/jamie-reader-1,jamie-reader-1,1995
4,Greg Lomax,11,50,158,3.2,1,,,,,50,158,3.2,1,akron,/cfb/players/greg-lomax-1,greg-lomax-1,1995
5,Mike Junko,11,40,-89,-2.2,1,,,,,40,-89,-2.2,1,akron,/cfb/players/mike-junko-1,mike-junko-1,1995
6,Brian Magrell,11,23,50,2.2,0,,,,,23,50,2.2,0,akron,/cfb/players/brian-magrell-1,brian-magrell-1,1995
7,Matt Kaulig,11,18,-8,-0.4,0,,,,,18,-8,-0.4,0,akron,/cfb/players/matt-kaulig-1,matt-kaulig-1,1995
8,Lew Lawhorn,11,6,57,9.5,1,30,442,14.7,3,36,499,13.9,4,akron,/cfb/players/lew-lawhorn-2,lew-lawhorn-2,1995
9,John Harpring,11,2,25,12.5,0,1,19,19.0,0,3,44,14.7,0,akron,/cfb/players/john-harpring-1,john-harpring-1,1995
10,Matt Thiry,11,2,7,3.5,0,19,205,10.8,0,21,212,10.1,0,akron,/cfb/players/matt-thiry-1,matt-thiry-1,1995
11,Marlon Jacobs,11,2,1,0.5,0,,,,,2,1,0.5,0,akron,/cfb/players/marlon-jacobs-1,marlon-jacobs-1,1995
12,Devon Scott,11,1,-13,-13.0,0,17,175,10.3,0,18,162,9.0,0,akron,/cfb/players/devon-scott-1,devon-scott-1,1995
13,Eddie Alford,11,,,,,46,541,11.8,3,46,541,11.8,3,akron,/cfb/players/eddie-alford-1,eddie-alford-1,1995
14,Chad Zgonc,11,,,,,8,112,14.0,0,8,112,14.0,0,akron,/cfb/players/chad-zgonc-1,chad-zgonc-1,1995
15,Carl Whitt,11,,,,,8,107,13.4,1,8,107,13.4,1,akron,/cfb/players/carl-whitt-1,carl-whitt-1,1995
16,Bill Putney,11,,,,,6,58,9.7,0,6,58,9.7,0,akron,/cfb/players/bill-putney-1,bill-putney-1,1995
17,Jeff Blakely,11,,,,,2,19,9.5,0,2,19,9.5,0,akron,/cfb/players/jeff-blakely-1,jeff-blakely-1,1995
1,Yasin Reeder,11,168,781,4.6,8,9,85,9.4,0,177,866,4.9,8,akron,/cfb/players/yasin-reeder-2,yasin-reeder-2,1996
2,Chris Rooney,11,79,421,5.3,1,7,44,6.3,2,86,465,5.4,3,akron,/cfb/players/chris-rooney-1,chris-rooney-1,1996
3,Tyrone Ryan,11,58,168,2.9,2,2,54,27.0,1,60,222,3.7,3,akron,/cfb/players/tyrone-ryan-1,tyrone-ryan-1,1996
4,Mike Lagasse,11,49,209,4.3,0,2,44,22.0,0,51,253,5.0,0,akron,/cfb/players/mike-lagasse-1,mike-lagasse-1,1996
5,Mike Junko,11,33,-52,-1.6,0,,,,,33,-52,-1.6,0,akron,/cfb/players/mike-junko-1,mike-junko-1,1996
6,Jamie Reader,11,29,104,3.6,1,7,56,8.0,0,36,160,4.4,1,akron,/cfb/players/jamie-reader-1,jamie-reader-1,1996
7,Greg Lomax,11,28,122,4.4,0,1,28,28.0,0,29,150,5.2,0,akron,/cfb/players/greg-lomax-1,greg-lomax-1,1996
8,Willie Spencer,11,20,33,1.7,1,1,7,7.0,0,21,40,1.9,1,akron,/cfb/players/willie-spencer-1,willie-spencer-1,1996
9,Greg Gromek,11,18,-11,-0.6,1,,,,,18,-11,-0.6,1,akron,/cfb/players/greg-gromek-1,greg-gromek-1,1996
10,Devon Scott,11,4,-11,-2.8,0,30,399,13.3,1,34,388,11.4,1,akron,/cfb/players/devon-scott-1,devon-scott-1,1996
11,John Harpring,11,1,8,8.0,0,,,,,1,8,8.0,0,akron,/cfb/players/john-harpring-1,john-harpring-1,1996
12,Matt White,11,1,2,2.0,0,,,,,1,2,2.0,0,akron,/cfb/players/matt-white-2,matt-white-2,1996
13,Carl Whitt,11,1,-4,-4.0,0,14,237,16.9,1,15,233,15.5,1,akron,/cfb/players/carl-whitt-1,carl-whitt-1,1996
14,Matt Thiry,11,,,,,19,236,12.4,1,19,236,12.4,1,akron,/cfb/players/matt-thiry-1,matt-thiry-1,1996
15,Scott Francis,11,,,,,4,77,19.3,0,4,77,19.3,0,akron,/cfb/players/scott-francis-1,scott-francis-1,1996
16,Kristian Johnson,11,,,,,4,51,12.8,0,4,51,12.8,0,akron,/cfb/players/kristian-johnson-1,kristian-johnson-1,1996
17,Bill Putney,11,,,,,2,23,11.5,0,2,23,11.5,0,akron,/cfb/players/bill-putney-1,bill-putney-1,1996
18,Chad Zgonc,11,,,,,2,20,10.0,0,2,20,10.0,0,akron,/cfb/players/chad-zgonc-1,chad-zgonc-1,1996
19,Gregg Peugeot,11,,,,,1,4,4.0,0,1,4,4.0,0,akron,/cfb/players/gregg-peugeot-1,gregg-peugeot-1,1996
20,Jason Taylor,11,,,,,1,1,1.0,1,1,1,1.0,1,akron,/cfb/players/jason-taylor-2,jason-taylor-2,1996
1,Greg Lomax,11,127,835,6.6,9,10,167,16.7,0,137,1002,7.3,9,akron,/cfb/players/greg-lomax-1,greg-lomax-1,1997
2,Bo Hunter,11,120,385,3.2,4,1,-5,-5.0,0,121,380,3.1,4,akron,/cfb/players/bo-hunter-1,bo-hunter-1,1997
3,Jamie Reader,11,71,334,4.7,3,5,35,7.0,0,76,369,4.9,3,akron,/cfb/players/jamie-reader-1,jamie-reader-1,1997
4,Mike Lagasse,11,60,359,6.0,2,5,35,7.0,0,65,394,6.1,2,akron,/cfb/players/mike-lagasse-1,mike-lagasse-1,1997
5,Chris Rooney,11,48,242,5.0,0,1,2,2.0,0,49,244,5.0,0,akron,/cfb/players/chris-rooney-1,chris-rooney-1,1997
6,James Washington,11,41,72,1.8,0,1,-6,-6.0,0,42,66,1.6,0,akron,/cfb/players/james-washington-2,james-washington-2,1997
7,Greg Gromek,11,11,-1,-0.1,1,,,,,11,-1,-0.1,1,akron,/cfb/players/greg-gromek-1,greg-gromek-1,1997
8,Tyrone Ryan,11,10,119,11.9,1,1,4,4.0,0,11,123,11.2,1,akron,/cfb/players/tyrone-ryan-1,tyrone-ryan-1,1997
9,Ben Ruhlin,11,9,56,6.2,1,,,,,9,56,6.2,1,akron,/cfb/players/ben-ruhlin-1,ben-ruhlin-1,1997
10,Willie Spencer,11,7,30,4.3,1,43,521,12.1,2,50,551,11.0,3,akron,/cfb/players/willie-spencer-1,willie-spencer-1,1997
11,Carl Whitt,11,,,,,15,276,18.4,2,15,276,18.4,2,akron,/cfb/players/carl-whitt-1,carl-whitt-1,1997
12,Lavel Bailey,11,,,,,11,202,18.4,3,11,202,18.4,3,akron,/cfb/players/lavel-bailey-1,lavel-bailey-1,1997
13,Chuck Webb,11,,,,,3,34,11.3,0,3,34,11.3,0,akron,/cfb/players/chuck-webb-3,chuck-webb-3,1997
14,Gregg Peugeot,11,,,,,3,32,10.7,0,3,32,10.7,0,akron,/cfb/players/gregg-peugeot-1,gregg-peugeot-1,1997
15,Terrel Dixon,11,,,,,1,7,7.0,0,1,7,7.0,0,akron,/cfb/players/terrel-dixon-1,terrel-dixon-1,1997
16,Chad Zgonc,11,,,,,1,2,2.0,0,1,2,2.0,0,akron,/cfb/players/chad-zgonc-1,chad-zgonc-1,1997
17,Kevin Kuntz,11,,,,,1,-2,-2.0,0,1,-2,-2.0,0,akron,/cfb/players/kevin-kuntz-1,kevin-kuntz-1,1997
1,Greg Lomax,11,161,861,5.3,13,9,155,17.2,0,170,1016,6.0,13,akron,/cfb/players/greg-lomax-1,greg-lomax-1,1998
2,James Washington,11,86,114,1.3,2,,,,,86,114,1.3,2,akron,/cfb/players/james-washington-2,james-washington-2,1998
3,Raschi Culler,11,79,385,4.9,4,2,0,0.0,0,81,385,4.8,4,akron,/cfb/players/raschi-culler-1,raschi-culler-1,1998
4,Mike Lagasse,11,59,278,4.7,2,12,120,10.0,0,71,398,5.6,2,akron,/cfb/players/mike-lagasse-1,mike-lagasse-1,1998
5,Bo Hunter,6,35,136,3.9,1,2,11,5.5,0,37,147,4.0,1,akron,/cfb/players/bo-hunter-1,bo-hunter-1,1998
6,Jimmie Gray,6,20,103,5.2,1,2,18,9.0,0,22,121,5.5,1,akron,/cfb/players/jimmie-gray-1,jimmie-gray-1,1998
7,Anthony McCray,9,16,75,4.7,1,,,,,16,75,4.7,1,akron,/cfb/players/anthony-mccray-1,anthony-mccray-1,1998
8,Matt Zuercher,10,9,40,4.4,0,2,6,3.0,0,11,46,4.2,0,akron,/cfb/players/matt-zuercher-1,matt-zuercher-1,1998
9,Jon Eaton,11,6,75,12.5,1,32,413,12.9,1,38,488,12.8,2,akron,/cfb/players/jon-eaton-1,jon-eaton-1,1998
10,Ben Ruhlin,8,3,3,1.0,0,,,,,3,3,1.0,0,akron,/cfb/players/ben-ruhlin-1,ben-ruhlin-1,1998
11,Mike Hayes,11,1,6,6.0,0,,,,,1,6,6.0,0,akron,/cfb/players/mike-hayes-1,mike-hayes-1,1998
12,Lavel Bailey,11,1,2,2.0,0,41,558,13.6,1,42,560,13.3,1,akron,/cfb/players/lavel-bailey-1,lavel-bailey-1,1998
13,Ryan Uhlenhake,4,1,-7,-7.0,0,,,,,1,-7,-7.0,0,akron,/cfb/players/ryan-uhlenhake-1,ryan-uhlenhake-1,1998
14,Greg Gromek,2,1,-12,-12.0,0,,,,,1,-12,-12.0,0,akron,/cfb/players/greg-gromek-1,greg-gromek-1,1998
15,Jake Schifino,9,,,,,16,250,15.6,2,16,250,15.6,2,akron,/cfb/players/jake-schifino-1,jake-schifino-1,1998
16,Carl Whitt,8,,,,,15,199,13.3,1,15,199,13.3,1,akron,/cfb/players/carl-whitt-1,carl-whitt-1,1998
17,Chuck Webb,9,,,,,13,213,16.4,1,13,213,16.4,1,akron,/cfb/players/chuck-webb-3,chuck-webb-3,1998
18,Tim Ritley,10,,,,,9,112,12.4,2,9,112,12.4,2,akron,/cfb/players/tim-ritley-1,tim-ritley-1,1998
19,Gregg Peugeot,7,,,,,1,9,9.0,0,1,9,9.0,0,akron,/cfb/players/gregg-peugeot-1,gregg-peugeot-1,1998
1,Brandon Payne,11,208,845,4.1,13,16,114,7.1,0,224,959,4.3,13,akron,/cfb/players/brandon-payne-2,brandon-payne-2,1999
2,Butchie Washington,11,82,40,0.5,2,,,,,82,40,0.5,2,akron,/cfb/players/butchie-washington-1,butchie-washington-1,1999
3,Tony McCray,11,73,352,4.8,2,1,1,1.0,0,74,353,4.8,2,akron,/cfb/players/tony-mccray-1,tony-mccray-1,1999
4,Jimmie Gray,11,65,402,6.2,3,1,4,4.0,0,66,406,6.2,3,akron,/cfb/players/jimmie-gray-1,jimmie-gray-1,1999
5,Raschi Culler,9,61,254,4.2,0,2,15,7.5,0,63,269,4.3,0,akron,/cfb/players/raschi-culler-1,raschi-culler-1,1999
6,Christian Morgan,5,24,81,3.4,1,,,,,24,81,3.4,1,akron,/cfb/players/christian-morgan-1,christian-morgan-1,1999
7,Bo Hunter,4,7,29,4.1,0,,,,,7,29,4.1,0,akron,/cfb/players/bo-hunter-1,bo-hunter-1,1999
8,Ty Washington,11,4,32,8.0,0,,,,,4,32,8.0,0,akron,/cfb/players/ty-washington-1,ty-washington-1,1999
9,Matt Zuercher,10,4,8,2.0,0,2,22,11.0,1,6,30,5.0,1,akron,/cfb/players/matt-zuercher-1,matt-zuercher-1,1999
10,Jake Schifino,9,3,29,9.7,0,37,452,12.2,1,40,481,12.0,1,akron,/cfb/players/jake-schifino-1,jake-schifino-1,1999
11,Dwight Smith,11,3,7,2.3,0,,,,,3,7,2.3,0,akron,/cfb/players/dwight-smith-1,dwight-smith-1,1999
12,Ben Ruhlin,10,3,6,2.0,0,,,,,3,6,2.0,0,akron,/cfb/players/ben-ruhlin-1,ben-ruhlin-1,1999
13,Greg Gromek,5,3,-26,-8.7,0,,,,,3,-26,-8.7,0,akron,/cfb/players/greg-gromek-1,greg-gromek-1,1999
14,Jon Eaton,11,2,22,11.0,0,,,,,2,22,11.0,0,akron,/cfb/players/jon-eaton-1,jon-eaton-1,1999
15,Lavel Bailey,11,1,-1,-1.0,0,42,941,22.4,9,43,940,21.9,9,akron,/cfb/players/lavel-bailey-1,lavel-bailey-1,1999
16,Tim Ritley,11,,,,,11,142,12.9,1,11,142,12.9,1,akron,/cfb/players/tim-ritley-1,tim-ritley-1,1999
17,Nick Fortener,11,,,,,10,141,14.1,1,10,141,14.1,1,akron,/cfb/players/nick-fortener-1,nick-fortener-1,1999
18,Gregg Peugeot,10,,,,,8,72,9.0,0,8,72,9.0,0,akron,/cfb/players/gregg-peugeot-1,gregg-peugeot-1,1999
19,Orlando Williamson,9,,,,,6,43,7.2,0,6,43,7.2,0,akron,/cfb/players/orlando-williamson-1,orlando-williamson-1,1999
20,Louis Banks,6,,,,,1,8,8.0,0,1,8,8.0,0,akron,/cfb/players/louis-banks-1,louis-banks-1,1999
21,Ryan Schulz,10,,,,,1,5,5.0,1,1,5,5.0,1,akron,/cfb/players/ryan-schulz-1,ryan-schulz-1,1999
1,Brandon Payne,11,220,1062,4.8,13,22,211,9.6,3,242,1273,5.3,16,akron,/cfb/players/brandon-payne-2,brandon-payne-2,2000
2,Jimmie Gray,11,111,509,4.6,2,2,-2,-1.0,0,113,507,4.5,2,akron,/cfb/players/jimmie-gray-1,jimmie-gray-1,2000
3,Tony McCray,11,63,428,6.8,6,7,43,6.1,0,70,471,6.7,6,akron,/cfb/players/tony-mccray-1,tony-mccray-1,2000
4,Butchie Washington,11,52,99,1.9,0,,,,,52,99,1.9,0,akron,/cfb/players/butchie-washington-1,butchie-washington-1,2000
5,Matt Zuercher,11,11,25,2.3,0,5,46,9.2,1,16,71,4.4,1,akron,/cfb/players/matt-zuercher-1,matt-zuercher-1,2000
6,Ben Ruhlin,11,7,35,5.0,0,,,,,7,35,5.0,0,akron,/cfb/players/ben-ruhlin-1,ben-ruhlin-1,2000
7,Dan Basch,11,5,32,6.4,0,1,-5,-5.0,0,6,27,4.5,0,akron,/cfb/players/dan-basch-1,dan-basch-1,2000
8,Jake Schifino,11,4,32,8.0,0,42,778,18.5,4,46,810,17.6,4,akron,/cfb/players/jake-schifino-1,jake-schifino-1,2000
9,Bobby Hendry,11,4,26,6.5,0,,,,,4,26,6.5,0,akron,/cfb/players/bobby-hendry-1,bobby-hendry-1,2000
10,Junior McCray,11,4,23,5.8,0,,,,,4,23,5.8,0,akron,/cfb/players/junior-mccray-1,junior-mccray-1,2000
11,Andy Jerdon,11,1,16,16.0,0,,,,,1,16,16.0,0,akron,/cfb/players/andy-jerdon-1,andy-jerdon-1,2000
12,Lavel Bailey,11,1,8,8.0,0,44,876,19.9,8,45,884,19.6,8,akron,/cfb/players/lavel-bailey-1,lavel-bailey-1,2000
13,Micah Faler,9,1,1,1.0,0,,,,,1,1,1.0,0,akron,/cfb/players/micah-faler-1,micah-faler-1,2000
14,Tim Ritley,11,,,,,16,250,15.6,1,16,250,15.6,1,akron,/cfb/players/tim-ritley-1,tim-ritley-1,2000
15,Dwight Smith,11,,,,,3,94,31.3,0,3,94,31.3,0,akron,/cfb/players/dwight-smith-1,dwight-smith-1,2000
16,Mike Brake,11,,,,,1,16,16.0,0,1,16,16.0,0,akron,/cfb/players/mike-brake-1,mike-brake-1,2000
17,Nick Fortener,11,,,,,1,15,15.0,0,1,15,15.0,0,akron,/cfb/players/nick-fortener-1,nick-fortener-1,2000
18,Andrew Wilson,11,,,,,1,9,9.0,0,1,9,9.0,0,akron,/cfb/players/andrew-wilson-1,andrew-wilson-1,2000
19,Ty Washington,11,,,,,1,-15,-15.0,0,1,-15,-15.0,0,akron,/cfb/players/ty-washington-1,ty-washington-1,2000
1,Bobby Hendry,9,160,819,5.1,10,3,21,7.0,0,163,840,5.2,10,akron,/cfb/players/bobby-hendry-1,bobby-hendry-1,2001
2,Brandon Payne,5,101,498,4.9,6,11,75,6.8,0,112,573,5.1,6,akron,/cfb/players/brandon-payne-2,brandon-payne-2,2001
3,Charlie Frye,11,62,22,0.4,3,,,,,62,22,0.4,3,akron,/cfb/players/charlie-frye-1,charlie-frye-1,2001
4,Junior McCray,11,56,221,3.9,0,6,33,5.5,1,62,254,4.1,1,akron,/cfb/players/junior-mccray-1,junior-mccray-1,2001
5,Dan Basch,8,35,228,6.5,0,4,39,9.8,0,39,267,6.8,0,akron,/cfb/players/dan-basch-1,dan-basch-1,2001
6,Matt Carter,8,28,52,1.9,0,,,,,28,52,1.9,0,akron,/cfb/players/matt-carter-2,matt-carter-2,2001
7,Matt Zuercher,11,26,72,2.8,0,14,141,10.1,1,40,213,5.3,1,akron,/cfb/players/matt-zuercher-1,matt-zuercher-1,2001
8,Nick Sparks,5,10,40,4.0,0,7,139,19.9,0,17,179,10.5,0,akron,/cfb/players/nick-sparks-1,nick-sparks-1,2001
9,Ashanti Barbee,11,7,17,2.4,0,3,21,7.0,0,10,38,3.8,0,akron,/cfb/players/ashanti-barbee-1,ashanti-barbee-1,2001
10,Ty Washington,9,6,29,4.8,0,,,,,6,29,4.8,0,akron,/cfb/players/ty-washington-1,ty-washington-1,2001
11,Jake Schifino,11,3,-12,-4.0,0,36,506,14.1,3,39,494,12.7,3,akron,/cfb/players/jake-schifino-1,jake-schifino-1,2001
12,Brad Detwiler,11,2,0,0.0,0,,,,,2,0,0.0,0,akron,/cfb/players/brad-detwiler-1,brad-detwiler-1,2001
13,Zac Derr,11,2,-2,-1.0,0,,,,,2,-2,-1.0,0,akron,/cfb/players/zac-derr-1,zac-derr-1,2001
14,Matt Cherry,11,1,8,8.0,0,48,630,13.1,3,49,638,13.0,3,akron,/cfb/players/matt-cherry-1,matt-cherry-1,2001
15,Ryan Uhlenhake,10,1,4,4.0,0,,,,,1,4,4.0,0,akron,/cfb/players/ryan-uhlenhake-1,ryan-uhlenhake-1,2001
16,Tim Ritley,10,,,,,18,232,12.9,0,18,232,12.9,0,akron,/cfb/players/tim-ritley-1,tim-ritley-1,2001
17,Andrew Wilson,11,,,,,8,82,10.3,0,8,82,10.3,0,akron,/cfb/players/andrew-wilson-1,andrew-wilson-1,2001
18,Nick Fortener,9,,,,,7,122,17.4,0,7,122,17.4,0,akron,/cfb/players/nick-fortener-1,nick-fortener-1,2001
19,Mike Brake,10,,,,,7,59,8.4,1,7,59,8.4,1,akron,/cfb/players/mike-brake-1,mike-brake-1,2001
20,Morris Ellington,7,,,,,3,18,6.0,0,3,18,6.0,0,akron,/cfb/players/morris-ellington-1,morris-ellington-1,2001
21,Bates Szakos,3,,,,,3,15,5.0,0,3,15,5.0,0,akron,/cfb/players/bates-szakos-1,bates-szakos-1,2001
1,Bobby Hendry,11,208,1021,4.9,8,12,95,7.9,0,220,1116,5.1,8,akron,/cfb/players/bobby-hendry-1,bobby-hendry-1,2002
2,Charlie Frye,12,102,125,1.2,7,1,-4,-4.0,0,103,121,1.2,7,akron,/cfb/players/charlie-frye-1,charlie-frye-1,2002
3,Brandon Payne,12,97,456,4.7,7,38,380,10.0,0,135,836,6.2,7,akron,/cfb/players/brandon-payne-2,brandon-payne-2,2002
4,Ashanti Barbee,12,17,69,4.1,2,13,141,10.8,1,30,210,7.0,3,akron,/cfb/players/ashanti-barbee-1,ashanti-barbee-1,2002
5,Jerell Ringer,4,13,52,4.0,0,2,21,10.5,0,15,73,4.9,0,akron,/cfb/players/jerell-ringer-1,jerell-ringer-1,2002
6,Thomas Plummer,4,10,84,8.4,0,,,,,10,84,8.4,0,akron,/cfb/players/thomas-plummer-1,thomas-plummer-1,2002
